,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
9138, E Class,2019,35099,Semi-Auto,1000,Diesel,145,70.6,2.0
9139, C Class,2019,23399,Automatic,3950,Petrol,145,44.1,1.5
9140, B Class,2019,23799,Automatic,3617,Diesel,145,60.1,1.5
9141, C Class,2019,37449,Automatic,5510,Diesel,145,54.3,2.0
9142, C Class,2019,25099,Automatic,4289,Petrol,145,44.1,1.5
9143, CL Class,2019,26299,Automatic,4413,Petrol,145,38.2,2.0
9144, GLE Class,2019,71999,Automatic,2704,Petrol,145,23.7,5.5
9145, C Class,2019,34249,Semi-Auto,1000,Diesel,145,61.4,2.0
9146, C Class,2019,33789,Automatic,1000,Diesel,145,61.4,2.0
9147, C Class,2019,26899,Semi-Auto,2239,Petrol,145,46.3,1.5
9148, CLS Class,2019,44699,Automatic,5500,Diesel,145,47.9,2.9
9149, C Class,2019,25899,Semi-Auto,13027,Diesel,145,61.4,2.0
9150, C Class,2019,24699,Semi-Auto,13662,Petrol,145,46.3,1.5
9151, C Class,2019,25199,Semi-Auto,14855,Petrol,145,47.1,1.5
9152, GLC Class,2019,30049,Semi-Auto,11840,Diesel,145,56.5,2.1
9153, A Class,2019,20549,Semi-Auto,10342,Petrol,145,53.3,1.3
9154, C Class,2018,18849,Semi-Auto,14318,Petrol,145,46.3,1.5
9155, E Class,2019,24849,Semi-Auto,13506,Diesel,145,72.4,2.0
9156, E Class,2019,24699,Semi-Auto,15009,Diesel,145,72.4,2.0
9157, A Class,2019,18999,Semi-Auto,13476,Diesel,145,65.7,1.5
9158, E Class,2019,45599,Semi-Auto,10497,Diesel,145,45.6,3.0
9159, A Class,2019,114199,Semi-Auto,891,Petrol,145,22.6,4.0
9160, E Class,2019,43199,Automatic,3711,Diesel,145,47.1,3.0
9161, C Class,2019,27099,Semi-Auto,1059,Petrol,145,45.6,1.5
9162, CL Class,2019,27299,Automatic,2924,Petrol,145,38.2,2.0
9163, GLA Class,2019,23599,Semi-Auto,15588,Diesel,145,67.3,2.1
9164, E Class,2019,25099,Semi-Auto,16053,Diesel,145,72.4,2.0
9165, E Class,2019,24749,Semi-Auto,15083,Diesel,145,72.4,2.0
9166, GLA Class,2019,22999,Semi-Auto,12217,Diesel,145,67.3,2.1
9167, C Class,2019,27799,Automatic,3070,Diesel,145,60.1,1.6
9168, C Class,2019,26549,Automatic,4818,Diesel,145,60.1,1.6
9169, E Class,2019,37599,Semi-Auto,6758,Diesel,145,48.7,3.0
9170, C Class,2019,30599,Semi-Auto,3601,Petrol,145,44.1,2.0
9171, E Class,2018,23399,Automatic,10000,Diesel,145,61.4,2.0
9172, GLA Class,2019,24299,Semi-Auto,9808,Diesel,145,67.3,2.1
9173, C Class,2019,19999,Semi-Auto,14514,Diesel,145,61.4,2.0
9174, C Class,2019,25999,Semi-Auto,10914,Petrol,145,46.3,1.5
9175, C Class,2019,26299,Semi-Auto,13149,Diesel,145,61.4,2.0
9176, A Class,2019,23999,Semi-Auto,8780,Petrol,145,53.3,1.3
9177, C Class,2019,47999,Semi-Auto,8456,Petrol,145,29.7,3.0
9178, A Class,2020,28429,Semi-Auto,1000,Diesel,145,56.5,2.0
9179, SL CLASS,2019,35899,Automatic,821,Petrol,145,36.2,3.0
9180, C Class,2017,22799,Semi-Auto,11304,Diesel,145,58.9,2.1
9181, A Class,2017,17899,Manual,19300,Diesel,145,68.9,1.5
9182, E Class,2019,36699,Semi-Auto,5065,Diesel,145,48.7,3.0
9183, CL Class,2018,22799,Semi-Auto,3415,Diesel,145,67.3,2.1
9184, C Class,2016,18099,Semi-Auto,17557,Diesel,20,64.2,2.1
9185, V Class,2016,30449,Automatic,48000,Diesel,235,44.8,2.2
9186, E Class,2018,30249,Automatic,6050,Diesel,145,70.6,2.0
9187, B Class,2019,26099,Automatic,5112,Diesel,145,55.4,2.0
9188, A Class,2019,23599,Automatic,3072,Diesel,145,56.5,2.0
9189, SL CLASS,2019,30249,Semi-Auto,7539,Petrol,145,47.1,2.0
9190, C Class,2019,20499,Semi-Auto,13490,Diesel,145,61.4,2.0
9191, CL Class,2019,26499,Semi-Auto,9348,Diesel,145,51.4,2.2
9192, C Class,2019,27099,Semi-Auto,2500,Petrol,145,45.6,1.5
9193, E Class,2018,23089,Semi-Auto,18800,Diesel,145,65.7,2.0
9194, C Class,2019,25799,Semi-Auto,14944,Petrol,145,47.1,1.5
9195, C Class,2019,21599,Semi-Auto,9723,Diesel,145,61.4,2.0
9196, GLE Class,2018,46299,Semi-Auto,15447,Diesel,145,36.7,3.0
9197, E Class,2017,20849,Automatic,14021,Diesel,145,65.7,2.0
9198, C Class,2017,23149,Semi-Auto,7900,Diesel,30,65.7,2.1
9199, GLC Class,2018,51989,Semi-Auto,6059,Petrol,145,27.4,4.0
9200, A Class,2019,22699,Semi-Auto,1877,Diesel,145,62.8,1.5
9201, E Class,2016,19489,Semi-Auto,26550,Diesel,125,56.5,2.1
9202, C Class,2018,22199,Semi-Auto,32809,Diesel,150,67.3,2.1
9203, GLE Class,2019,53499,Semi-Auto,1378,Diesel,145,32.8,3.0
9204, SL CLASS,2019,30999,Semi-Auto,2071,Petrol,145,47.1,2.0
9205, A Class,2019,22590,Automatic,1683,Diesel,145,62.8,1.5
9206, CL Class,2019,40099,Semi-Auto,778,Petrol,145,32.8,2.0
9207, B Class,2019,26799,Semi-Auto,1701,Diesel,145,55.4,2.0
9208, E Class,2019,51124,Semi-Auto,4974,Petrol,145,31.7,3.0
9209, C Class,2019,24924,Semi-Auto,12907,Diesel,145,61.4,2.0
9210, SL CLASS,2017,19624,Manual,11807,Petrol,145,48.7,1.6
9211, C Class,2018,38495,Automatic,4127,Petrol,145,34.0,3.0
9212, C Class,2019,23624,Automatic,12951,Diesel,145,61.4,2.0
9213, GLE Class,2016,25995,Automatic,21001,Diesel,260,42.8,3.0
9214, E Class,2019,34724,Automatic,7506,Diesel,145,48.7,3.0
9215, E Class,2019,42924,Semi-Auto,2000,Petrol,145,32.1,3.0
9216, C Class,2019,29124,Semi-Auto,2625,Petrol,145,47.1,1.5
9217, B Class,2019,19424,Automatic,14118,Petrol,145,45.6,1.3
9218, C Class,2019,25699,Semi-Auto,11744,Petrol,145,47.1,1.5
9219, C Class,2019,23899,Semi-Auto,15337,Petrol,145,46.3,1.5
9220, C Class,2019,19849,Semi-Auto,14084,Petrol,145,46.3,1.5
9221, C Class,2019,19799,Semi-Auto,14262,Petrol,145,46.3,1.5
9222, C Class,2019,30199,Semi-Auto,10738,Diesel,145,54.3,2.0
9223, C Class,2019,25649,Semi-Auto,7861,Petrol,145,46.3,1.5
9224, C Class,2019,26149,Semi-Auto,11357,Diesel,145,61.4,2.0
9225, C Class,2019,30799,Semi-Auto,3721,Diesel,145,57.7,2.0
9226, GLC Class,2019,32499,Semi-Auto,7538,Diesel,145,41.5,2.1
9227, E Class,2019,24749,Semi-Auto,10451,Diesel,145,72.4,2.0
9228, GLA Class,2016,17995,Automatic,36535,Diesel,125,56.5,2.1
9229, CL Class,2018,18995,Automatic,27122,Diesel,145,67.3,2.1
9230, C Class,2017,30124,Semi-Auto,22437,Petrol,145,35.8,3.0
9231, E Class,2016,22624,Semi-Auto,19176,Diesel,30,65.7,2.0
9232, C Class,2017,19124,Semi-Auto,46938,Diesel,125,58.9,2.1
9233, C Class,2017,32124,Automatic,19097,Petrol,145,35.3,3.0
9234, GLA Class,2017,18624,Automatic,24314,Diesel,145,64.2,2.1
9235, GLC Class,2017,25874,Automatic,20190,Diesel,145,56.5,2.1
9236, A Class,2017,15124,Manual,15080,Diesel,145,72.4,1.5
9237, CL Class,2017,24119,Semi-Auto,18692,Petrol,200,42.2,2.0
9238, C Class,2016,19024,Semi-Auto,38974,Diesel,20,64.2,2.1
9239, C Class,2017,24124,Automatic,35062,Diesel,125,61.4,2.1
9240, B Class,2020,24495,Semi-Auto,101,Diesel,145,55.4,2.0
9241, A Class,2017,100124,Automatic,439,Petrol,145,24.8,4.0
9242, SL CLASS,2015,47124,Automatic,11000,Petrol,555,28.5,5.5
9243, SL CLASS,2017,17124,Manual,39076,Petrol,160,43.5,2.0
9244, A Class,2016,15124,Manual,23461,Diesel,20,68.9,1.5
9245, C Class,2016,18124,Semi-Auto,45868,Diesel,30,61.4,2.1
9246, C Class,2017,23671,Automatic,12477,Diesel,150,58.9,2.1
9247, A Class,2016,14999,Semi-Auto,48188,Diesel,20,70.6,2.1
9248, E Class,2020,39989,Semi-Auto,2400,Diesel,145,57.7,2.0
9249, A Class,2020,25559,Semi-Auto,1000,Petrol,145,53.3,1.3
9250, A Class,2020,25559,Semi-Auto,1000,Petrol,145,53.3,1.3
9251, A Class,2020,24889,Semi-Auto,1000,Diesel,145,62.8,1.5
9252, GLC Class,2020,62189,Semi-Auto,1000,Petrol,145,22.1,4.0
9253, A Class,2020,24409,Semi-Auto,1000,Diesel,145,67.3,1.5
9254, C Class,2020,32659,Semi-Auto,1000,Diesel,145,54.3,1.6
9255, GLE Class,2020,58789,Semi-Auto,1000,Diesel,145,32.5,2.9
9256, A Class,2020,31699,Semi-Auto,1000,Petrol,145,35.8,2.0
9257, C Class,2018,25399,Semi-Auto,18257,Diesel,145,67.3,2.1
9258, GLS Class,2017,39649,Semi-Auto,16650,Diesel,300,37.2,3.0
9259, C Class,2019,20299,Semi-Auto,14298,Petrol,145,46.3,1.5
9260, C Class,2019,30049,Semi-Auto,5927,Petrol,145,44.1,2.0
9261, E Class,2019,35849,Semi-Auto,7697,Diesel,145,48.7,3.0
9262, A Class,2020,25209,Semi-Auto,1000,Diesel,145,62.8,1.5
9263, C Class,2017,22649,Semi-Auto,42165,Diesel,30,65.7,2.1
9264, E Class,2017,21149,Semi-Auto,23032,Diesel,20,72.4,2.0
9265, GLS Class,2016,39799,Semi-Auto,32609,Diesel,300,37.2,3.0
9266, GLA Class,2015,17199,Semi-Auto,48618,Diesel,125,55.4,2.1
9267, C Class,2019,20249,Semi-Auto,15317,Diesel,145,61.4,2.0
9268, GLA Class,2019,27245,Automatic,500,Diesel,145,56.5,2.1
9269, GLC Class,2019,35589,Semi-Auto,5420,Diesel,145,40.9,2.0
9270, E Class,2019,43995,Automatic,3500,Diesel,145,41.5,3.0
9271, E Class,2019,31995,Automatic,1411,Diesel,145,45.6,2.0
9272, A Class,2019,24995,Manual,9,Petrol,145,44.1,1.3
9273, A Class,2019,22495,Manual,251,Petrol,145,45.6,1.3
9274, V Class,2019,47995,Semi-Auto,3999,Diesel,145,36.7,2.0
9275, C Class,2019,88995,Semi-Auto,200,Petrol,145,28.0,4.0
9276, GLE Class,2019,44995,Automatic,10499,Diesel,145,36.7,2.0
9277, GLC Class,2020,37995,Semi-Auto,9,Petrol,145,33.2,2.0
9278, GLE Class,2019,75995,Semi-Auto,9,Petrol,145,23.7,5.5
9279, B Class,2020,23995,Manual,9,Petrol,145,44.8,1.3
9280, GLE Class,2020,57995,Semi-Auto,9,Diesel,145,32.5,3.0
9281, A Class,2020,48980,Semi-Auto,9,Petrol,145,32.8,2.0
9282, GLE Class,2020,53995,Semi-Auto,9,Diesel,145,32.8,3.0
9283, A Class,2020,24995,Manual,9,Petrol,145,47.1,1.3
9284, A Class,2017,16124,Semi-Auto,25141,Diesel,20,74.3,1.5
9285, C Class,2019,30995,Automatic,5999,Petrol,145,42.8,2.0
9286, GLA Class,2020,24995,Automatic,3500,Petrol,145,37.2,1.6
9287, C Class,2019,30995,Automatic,2499,Petrol,145,42.8,2.0
9288, C Class,2019,31449,Semi-Auto,1000,Diesel,145,54.3,1.6
9289, C Class,2019,25799,Semi-Auto,200,Petrol,145,45.6,1.5
9290, E Class,2017,21999,Semi-Auto,11630,Diesel,145,72.4,2.0
9291, GLC Class,2019,36429,Semi-Auto,1000,Diesel,145,40.9,2.0
9292, GLC Class,2019,32749,Semi-Auto,1000,Diesel,145,44.8,2.0
9293, E Class,2019,37399,Semi-Auto,3896,Diesel,145,57.7,2.0
9294, C Class,2019,22299,Manual,5800,Petrol,145,47.1,1.6
9295, A Class,2018,19999,Semi-Auto,4187,Diesel,145,65.7,1.5
9296, E Class,2019,45799,Automatic,1000,Diesel,145,48.7,3.0
9297, GLA Class,2019,25499,Semi-Auto,971,Diesel,145,64.2,2.1
9298, CL Class,2015,17599,Automatic,33159,Diesel,20,67.3,2.1
9299, CLS Class,2019,47899,Semi-Auto,2798,Diesel,145,47.9,2.9
9300, E Class,2015,14399,Semi-Auto,41650,Diesel,30,64.2,2.1
9301, B Class,2019,26099,Automatic,5034,Diesel,145,55.4,2.0
9302, C Class,2019,25799,Semi-Auto,200,Petrol,145,45.6,1.5
9303, C Class,2019,32699,Automatic,2100,Diesel,145,54.3,2.0
9304, C Class,2019,32199,Automatic,5511,Diesel,145,54.3,2.0
9305, C Class,2019,25799,Automatic,1649,Petrol,145,44.1,1.5
9306, C Class,2019,25299,Automatic,2499,Petrol,145,44.1,1.5
9307, E Class,2019,37219,Semi-Auto,1000,Diesel,145,57.7,2.0
9308, A Class,2020,25779,Semi-Auto,1000,Petrol,145,53.3,1.3
9309, S Class,2019,53699,Semi-Auto,4870,Diesel,145,52.3,3.0
9310, C Class,2019,23879,Manual,1000,Petrol,145,47.1,1.6
9311, E Class,2016,19999,Semi-Auto,27663,Diesel,30,65.7,2.0
9312, A Class,2017,14299,Manual,21008,Diesel,145,72.4,1.5
9313, GLE Class,2016,26499,Semi-Auto,37870,Diesel,200,47.9,2.1
9314, E Class,2017,19199,Semi-Auto,33133,Diesel,20,72.4,2.0
9315, GLC Class,2020,43129,Semi-Auto,3501,Diesel,145,40.4,2.0
9316, A Class,2020,25559,Semi-Auto,1000,Petrol,145,53.3,1.3
9317, A Class,2020,25779,Semi-Auto,1000,Petrol,145,53.3,1.3
9318, A Class,2020,24109,Semi-Auto,1000,Diesel,145,67.3,1.5
9319, A Class,2019,19599,Automatic,5201,Diesel,145,65.7,1.5
9320, C Class,2019,24099,Automatic,9501,Diesel,145,57.7,2.1
9321, C Class,2019,25699,Automatic,3350,Diesel,145,58.9,1.6
9322, E Class,2019,45099,Semi-Auto,9071,Petrol,145,32.5,3.0
9323, E Class,2016,18299,Semi-Auto,31599,Diesel,125,56.5,2.1
9324, CL Class,2016,17999,Semi-Auto,43726,Diesel,20,67.3,2.1
9325, C Class,2017,19999,Semi-Auto,27829,Diesel,30,64.2,2.1
9326, GLA Class,2016,19799,Semi-Auto,28845,Diesel,125,56.5,2.1
9327, GLA Class,2018,21399,Semi-Auto,17999,Diesel,145,56.5,2.1
9328, A Class,2015,11499,Manual,48120,Diesel,20,72.4,1.5
9329, CLS Class,2016,20099,Semi-Auto,23020,Diesel,125,57.7,2.1
9330, A Class,2017,28499,Semi-Auto,33024,Petrol,145,40.9,2.0
9331, GLA Class,2016,18799,Semi-Auto,41742,Diesel,125,56.5,2.1
9332, C Class,2017,29849,Semi-Auto,23555,Petrol,145,36.2,3.0
9333, C Class,2017,19199,Semi-Auto,25639,Diesel,30,64.2,2.1
9334, A Class,2017,17149,Semi-Auto,17834,Diesel,145,68.9,2.1
9335, GLC Class,2017,22699,Semi-Auto,31995,Diesel,125,56.5,2.1
9336, A Class,2020,26039,Semi-Auto,4000,Petrol,145,28.5,2.0
9337, GLA Class,2020,26189,Semi-Auto,5000,Petrol,145,35.8,1.6
9338, C Class,2017,19999,Semi-Auto,47000,Diesel,145,61.4,2.1
9339, C Class,2017,23749,Semi-Auto,12000,Diesel,145,61.4,2.1
9340, A Class,2020,26519,Semi-Auto,1000,Petrol,145,53.3,1.3
9341, GLC Class,2019,43299,Semi-Auto,9235,Diesel,145,40.4,2.0
9342, GLC Class,2019,32599,Semi-Auto,9240,Diesel,145,42.2,2.1
9343, GLE Class,2019,57599,Semi-Auto,9354,Diesel,145,32.5,2.9
9344, E Class,2019,35849,Semi-Auto,9475,Diesel,145,57.7,2.0
9345, C Class,2017,15499,Semi-Auto,22040,Diesel,20,65.7,2.1
9346, C Class,2018,22199,Semi-Auto,19302,Diesel,145,61.4,2.1
9347, E Class,2016,20349,Semi-Auto,14391,Diesel,30,65.7,2.0
9348, C Class,2019,24549,Semi-Auto,2575,Petrol,145,45.6,1.5
9349, C Class,2018,39249,Automatic,7297,Petrol,145,29.7,3.0
9350, C Class,2019,40599,Semi-Auto,8000,Petrol,145,29.4,3.0
9351, CL Class,2016,19199,Semi-Auto,27609,Diesel,20,67.3,2.1
9352, E Class,2016,20049,Semi-Auto,24242,Diesel,20,72.4,2.0
9353, CL Class,2015,18649,Semi-Auto,47658,Petrol,200,42.8,2.0
9354, E Class,2016,18949,Automatic,15238,Diesel,125,58.9,2.1
9355, GLA Class,2016,17999,Semi-Auto,36249,Diesel,125,56.6,2.1
9356, E Class,2017,21499,Semi-Auto,32365,Diesel,30,61.4,2.0
9357, C Class,2018,22199,Semi-Auto,32809,Diesel,145,67.3,2.1
9358, GLC Class,2020,41795,Semi-Auto,4499,Petrol,145,32.1,2.0
9359, A Class,2020,24995,Semi-Auto,3800,Petrol,145,47.9,1.3
9360, B Class,2020,24495,Semi-Auto,5000,Diesel,145,55.4,2.0
9361, E Class,2020,39995,Semi-Auto,4499,Diesel,145,53.3,2.0
9362, A Class,2020,24495,Semi-Auto,9,Diesel,145,67.3,1.5
9363, C Class,2020,34995,Semi-Auto,5000,Diesel,145,64.2,2.0
9364, GLC Class,2020,37995,Semi-Auto,9,Petrol,145,33.2,2.0
9365, C Class,2017,20623,Automatic,37013,Diesel,125,58.9,2.1
9366, A Class,2019,21895,Manual,9,Petrol,145,47.1,1.3
9367, C Class,2019,29995,Automatic,9,Diesel,145,61.4,2.0
9368, E Class,2019,37199,Semi-Auto,4800,Diesel,145,48.7,3.0
9369, C Class,2019,27099,Semi-Auto,3598,Diesel,145,58.9,1.6
9370, C Class,2019,25999,Semi-Auto,14895,Diesel,145,61.4,2.0
9371, C Class,2019,24499,Semi-Auto,12902,Diesel,145,61.4,2.0
9372, C Class,2019,26799,Semi-Auto,10871,Diesel,145,61.4,2.0
9373, C Class,2015,13999,Semi-Auto,53000,Diesel,20,64.2,2.1
9374, E Class,2017,22999,Semi-Auto,14695,Diesel,145,61.4,2.0
9375, B Class,2017,13899,Manual,14856,Diesel,145,68.9,1.5
9376, C Class,2018,20899,Automatic,6813,Diesel,145,60.1,2.1
9377, C Class,2019,42799,Automatic,5001,Petrol,145,29.7,3.0
9378, C Class,2018,23249,Automatic,8796,Petrol,145,46.3,1.5
9379, CL Class,2019,27149,Semi-Auto,2001,Petrol,145,38.2,2.0
9380, A Class,2018,20099,Semi-Auto,10261,Diesel,145,67.3,1.5
9381, GLE Class,2019,55885,Automatic,2005,Diesel,145,32.5,3.0
9382, C Class,2019,30995,Automatic,9,Diesel,145,57.7,2.0
9383, A Class,2019,21895,Manual,520,Petrol,145,47.1,1.3
9384, E Class,2018,21499,Semi-Auto,27322,Diesel,145,72.4,2.0
9385, A Class,2019,24299,Semi-Auto,5359,Petrol,145,53.3,1.3
9386, C Class,2019,20999,Semi-Auto,13467,Diesel,145,61.4,2.0
9387, C Class,2019,20999,Semi-Auto,13318,Diesel,145,61.4,2.0
9388, B Class,2019,22099,Semi-Auto,13916,Petrol,145,45.6,1.3
9389, C Class,2018,25999,Automatic,10913,Diesel,145,65.7,2.1
9390, E Class,2019,42199,Semi-Auto,10600,Diesel,145,47.1,3.0
9391, C Class,2016,19699,Semi-Auto,30611,Diesel,30,64.2,2.1
9392, C Class,2019,38999,Semi-Auto,3220,Petrol,145,30.4,3.0
9393, C Class,2019,32624,Semi-Auto,4499,Petrol,145,44.1,1.5
9394, C Class,2019,30995,Automatic,1499,Diesel,145,57.7,2.0
9395, C Class,2019,26495,Automatic,2999,Petrol,145,46.3,1.5
9396, C Class,2019,28495,Semi-Auto,1724,Diesel,145,64.2,2.0
9397, E Class,2019,37995,Automatic,9,Diesel,145,57.7,2.0
9398, E Class,2019,32495,Automatic,999,Diesel,145,70.6,2.0
9399, E Class,2019,32495,Automatic,500,Diesel,145,45.6,2.0
9400, E Class,2017,19499,Semi-Auto,28180,Diesel,145,72.4,2.0
9401, E Class,2017,18499,Semi-Auto,45463,Diesel,20,67.3,2.0
9402, B Class,2019,22399,Semi-Auto,14019,Petrol,145,45.6,1.3
9403, A Class,2019,25799,Semi-Auto,1106,Diesel,145,67.3,1.5
9404, E Class,2016,17999,Semi-Auto,42255,Diesel,20,72.4,2.0
9405, C Class,2019,23289,Automatic,15194,Diesel,145,61.4,2.0
9406, C Class,2019,23389,Semi-Auto,15000,Diesel,145,61.4,2.0
9407, C Class,2019,25389,Semi-Auto,3000,Petrol,145,45.6,1.5
9408, E Class,2015,15999,Semi-Auto,30000,Diesel,145,55.4,2.1
9409, B Class,2015,12949,Semi-Auto,34247,Diesel,20,67.3,2.1
9410, C Class,2016,19999,Semi-Auto,15000,Diesel,125,58.9,2.1
9411, B Class,2016,13999,Semi-Auto,40500,Diesel,20,68.9,2.1
9412, GLA Class,2016,20299,Semi-Auto,28242,Diesel,125,56.5,2.1
9413, C Class,2017,23999,Semi-Auto,21212,Diesel,145,67.3,2.1
9414, C Class,2019,32099,Semi-Auto,707,Petrol,145,41.5,2.0
9415, C Class,2019,28599,Semi-Auto,3889,Diesel,145,61.4,2.0
9416, A Class,2019,22399,Automatic,3994,Diesel,145,62.8,1.5
9417, C Class,2019,27199,Semi-Auto,930,Petrol,145,45.6,1.5
9418, C Class,2019,21449,Semi-Auto,19821,Diesel,145,61.4,2.0
9419, C Class,2019,19799,Semi-Auto,14222,Petrol,145,46.3,1.5
9420, C Class,2019,19849,Semi-Auto,13794,Petrol,145,46.3,1.5
9421, C Class,2019,20149,Semi-Auto,11785,Petrol,145,46.3,1.5
9422, C Class,2019,25849,Semi-Auto,6685,Petrol,145,46.3,1.5
9423, C Class,2019,26099,Semi-Auto,9227,Petrol,145,47.1,1.5
9424, C Class,2019,25849,Semi-Auto,6880,Petrol,145,46.3,1.5
9425, C Class,2019,26499,Semi-Auto,9419,Diesel,145,61.4,2.0
9426, GLA Class,2019,23399,Semi-Auto,10621,Diesel,145,67.3,2.1
9427, C Class,2019,20299,Semi-Auto,14973,Diesel,145,61.4,2.0
9428, A Class,2019,20199,Semi-Auto,3653,Diesel,145,68.9,1.5
9429, A Class,2019,20549,Semi-Auto,10517,Petrol,145,53.3,1.3
9430, C Class,2019,29399,Semi-Auto,1919,Diesel,145,61.4,2.0
9431, C Class,2019,25549,Semi-Auto,15074,Diesel,145,61.4,2.0
9432, E Class,2019,35699,Semi-Auto,9957,Diesel,145,42.8,2.0
9433, E Class,2019,25349,Semi-Auto,11705,Diesel,145,67.3,2.0
9434, E Class,2018,21999,Semi-Auto,26981,Diesel,145,65.7,2.0
9435, C Class,2018,29199,Semi-Auto,4715,Diesel,145,54.3,2.0
9436, B Class,2019,26999,Semi-Auto,8623,Diesel,145,54.3,2.0
9437, A Class,2020,25729,Semi-Auto,1000,Petrol,145,53.3,1.3
9438, A Class,2018,16799,Manual,15155,Diesel,145,68.9,1.5
9439, GLA Class,2017,17199,Semi-Auto,50000,Diesel,145,67.3,2.1
9440, CL Class,2020,26579,Semi-Auto,1000,Petrol,145,44.8,1.3
9441, V Class,2020,49879,Semi-Auto,1000,Diesel,145,36.7,2.0
9442, C Class,2015,18649,Semi-Auto,26314,Hybrid,0,134.5,2.0
9443, GLA Class,2019,24249,Semi-Auto,6728,Petrol,145,36.2,1.6
9444, GLA Class,2018,21899,Semi-Auto,18122,Diesel,145,56.5,2.1
9445, C Class,2019,25749,Semi-Auto,11397,Petrol,145,47.1,1.5
9446, C Class,2019,19749,Semi-Auto,14517,Petrol,145,46.3,1.5
9447, B Class,2019,21599,Semi-Auto,14206,Petrol,145,45.6,1.3
9448, E Class,2018,21799,Semi-Auto,19886,Diesel,145,72.4,2.0
9449, S Class,2017,45599,Semi-Auto,32979,Hybrid,135,100.9,3.0
9450, C Class,2019,20349,Semi-Auto,14006,Petrol,145,46.3,1.5
9451, CL Class,2019,26249,Semi-Auto,11967,Diesel,145,51.4,2.2
9452, CL Class,2019,26199,Semi-Auto,12441,Diesel,145,51.4,2.2
9453, CLS Class,2018,41349,Semi-Auto,12078,Diesel,145,47.9,2.9
9454, E Class,2019,29849,Semi-Auto,5981,Diesel,145,65.7,2.0
9455, CL Class,2019,26899,Semi-Auto,10315,Diesel,145,51.4,2.2
9456, A Class,2019,20199,Semi-Auto,7929,Diesel,145,68.9,1.5
9457, GLC Class,2019,36999,Semi-Auto,2823,Diesel,145,40.9,2.0
9458, E Class,2017,20899,Semi-Auto,29500,Diesel,145,72.4,2.0
9459, C Class,2016,31649,Semi-Auto,29810,Petrol,300,34.5,4.0
9460, A Class,2016,19999,Semi-Auto,14066,Diesel,125,58.9,2.1
9461, C Class,2014,16499,Semi-Auto,35700,Diesel,30,64.2,2.1
9462, SL CLASS,2019,51124,Semi-Auto,5884,Petrol,145,31.4,4.7
9463, B Class,2017,14824,Semi-Auto,24202,Diesel,145,68.9,2.1
9464, C Class,2019,22124,Semi-Auto,14000,Petrol,145,45.6,1.5
9465, C Class,2017,25824,Semi-Auto,16496,Diesel,30,65.7,2.1
9466, C Class,2016,18124,Semi-Auto,35999,Petrol,125,50.4,2.0
9467, A Class,2017,16019,Manual,15147,Petrol,150,49.6,1.6
9468, C Class,2016,15495,Manual,28900,Diesel,20,70.6,1.6
9469, CL Class,2017,29149,Automatic,27119,Petrol,145,40.9,2.0
9470, CL Class,2019,27399,Semi-Auto,2354,Petrol,145,38.2,2.0
9471, C Class,2019,26999,Semi-Auto,8510,Petrol,145,47.1,1.5
9472, E Class,2018,21899,Automatic,22985,Diesel,145,65.7,2.0
9473, C Class,2018,22799,Semi-Auto,11494,Petrol,145,46.3,1.5
9474, C Class,2018,22849,Automatic,11163,Petrol,145,46.3,1.5
9475, C Class,2019,31699,Semi-Auto,9839,Diesel,145,54.3,2.0
9476, C Class,2019,26199,Semi-Auto,9690,Petrol,145,44.1,1.5
9477, C Class,2019,25299,Semi-Auto,10234,Petrol,145,46.3,1.5
9478, GLA Class,2019,23499,Semi-Auto,10155,Diesel,145,67.3,2.1
9479, E Class,2011,5495,Automatic,138000,Diesel,150,53.3,2.1
9480, B Class,2014,8995,Automatic,53676,Diesel,30,64.2,1.5
9481, B Class,2010,3995,Manual,66000,Diesel,145,50.4,2.0
9482, CLC Class,2010,4695,Automatic,85000,Petrol,305,35.8,1.6
9483, C Class,2013,8595,Automatic,82685,Diesel,30,64.2,2.1
9484, B Class,2010,3495,Manual,92573,Diesel,145,52.3,2.0
9485, A Class,2017,16995,Manual,35095,Diesel,30,62.8,2.1
9486, B Class,2017,15000,Semi-Auto,24000,Diesel,20,68.9,2.1
9487, C Class,2013,9995,Automatic,44900,Petrol,160,46.3,1.6
9488, C Class,2012,6995,Automatic,88200,Diesel,125,58.9,2.1
9489, C Class,2012,7495,Automatic,115000,Diesel,145,54.3,2.1
9490, E Class,2012,9000,Automatic,70000,Diesel,145,57.6,2.1
9491, B Class,2011,4295,Automatic,61400,Diesel,200,47.1,2.0
9492, CLS Class,2013,11995,Automatic,59500,Diesel,145,54.3,2.1
9493, C Class,2011,8995,Automatic,69250,Diesel,150,53.3,2.1
9494, C Class,2015,14995,Automatic,49850,Diesel,30,62.8,2.1
9495, E Class,2013,10595,Automatic,87100,Diesel,150,58.9,2.1
9496, C Class,2017,23500,Semi-Auto,17000,Diesel,145,67.3,2.1
9497, C Class,2018,24995,Semi-Auto,17744,Diesel,150,64.2,2.0
9498, C Class,2016,29995,Semi-Auto,64291,Petrol,305,34.5,4.0
9499, A Class,2015,18495,Manual,12498,Petrol,200,41.5,2.0
9500, C Class,2014,15495,Semi-Auto,38544,Diesel,30,64.2,2.1
